Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,Harm Score,Divestment (Y/N),Annual Revenues (Mn) - original,Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,description,Thumbnails,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other ,Tags
T-Rex Solutions,Y,MD,192,1999,,Seth Moore,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$445.9,$445.90,2019,,,,,,http://www.trexcorporation.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Triactive America,Y,CA,,2002,,James Sargen,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.triactiveamerica.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,,,,,
Tribridge,Y,FL,740,1998,2017,,,DXC Technology,DXC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,Corrections Data Systems,Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,9,,$140.0,$140.00,2017,,,Acquired by DXC Technology in 2017,,,http://www.tribridge.com/,http://www.tribridge.com/industries/public-sector/justice-and-public-safety,,,https://www.bizjournals.com/tampabay/news/2017/07/05/large-tampa-tech-firm-it-service-provider-sells-to.html,http://www.tribridge.com/insights/News/2017/07/05/dxc-technology-acquires-tribridge-to-solidify-its-position-as-a-leading-systems-integrator-for-microsoft-dynamics-365,
Tri-Center,Y,NY,,,,Joe Gonzalez,,,,Tier 4 - Small Privately-Owned,Community Corrections,Outpatient Programs,Healthcare,Substance Abuse Treatment,,,,,,,,,,,,,https://www.tricenter.com/,NYS DOCCS Spending,,,,,
Tri-Chem Corporation,Y,MI,,1968,,David Chernow,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.tri-chem.com/,https://s23.a2zinc.net/clients/aja/aja2018/public/exhibitors.aspx,,,,,
Tri-Cor Industries ,Y,MD,310,1981,,Elizabeth El-Nattar,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$95.0,$95.00,2018,,,,,,http://www.tricorind.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Tri-County Extradition,N,CA,,1986,2003,,,CoreCivic/TransCor,CXW,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Transportation,Prison Transportation,,,,,13,checked,,,,checked,,Acquired by TransCor/CoreCivic in 2003,,,,See other source,,,,https://www.transcor.com/about-transcor/transcor-history/,
Trident USA Health Services,Y,PA,2100,1999,2013,David Velez,Audax/Formation Capital,,,Tier 2 - Investment Firm-Owned,Healthcare,Medical Healthcare,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,9,,$500.0,$500.00,2017,,,Acquired by Audax in 2009; New capital investment by Audax and Formation Capital in 2013,,,http://www.tridentusahealth.com,See MobilexUSA,,,PrivCo (www.privco.com),https://www.moodys.com/research/Moodys-rates-New-Tridents-570-million-credit-facilities-B2-CFR--PR_276989,
TriMark,Y,MA,790,1998,2017,Jerry Hyman,Centerbridge Partners,,,Tier 2 - Investment Firm-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,7,,"$1,776.0","$1,776.00",2017,,,"Operates through various specialty subsidiaries, including TriMark SS Kemp; Acquired by Centerbridge in 2017",,,http://www.trimarkusa.com,OH DRC Spending,,,PrivCo (www.privco.com),http://www.fesmag.com/news/15040-centerbridge-partners-to-acquire-trimark-usa,
Trinity Healthcare Staffing Group,Y,SC,984,1999,2017,,Gridiron Capital,Travel Nurse Across America,,Tier 2 - Investment Firm-Owned,Healthcare,Medical Healthcare,Personnel,Third Party Staffing,,,9,,$176.6,$176.60,2017,,,Acquired by Travel Nurse Across America in 2017,,,https://www.nurse.tv/,NYS DOCCS Spending,,,PrivCo (www.privco.com),https://www.prnewswire.com/news-releases/travel-nurse-across-america-announces-acquisition-of-trinity-healthcare-staffing-group-propels-agency-to-5th-largest-300392005.html,
Trinity Services Group,Y,FL,3400,1990,2012,,HIG Capital,TKC Holdings,,Tier 2 - Investment Firm-Owned,Food & Commissary,Prison Food,,,checked,checked,13,checked,$660.0,$660.00,2018,checked,,Acquired by HIG in 2012 and folded under TKC holdings; 2015 financials,,,https://www.trinityservicesgroup.com/,See website,https://worthrises.org/immigration,http://www.trinityservicesgroup.com/food-service-2/,PrivCo (www.privco.com),https://higcapital.com/news/release/16,
Trinity Technology Group,Y,VA,890,2002,,Douglas Bullock,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,,,,,$62.0,$62.00,2018,,,,,,http://www.trinitytechnologygroup.com/,http://trinitytechnologygroup.com/capabilities/,,,PrivCo (www.privco.com),,
Tripifoods,Y,NY,160,1911,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Food & Commissary,Commissary,,,,,,,$330.0,$330.00,2018,,,,,,http://www.tripifoods.com/,NYS DOCCS Spending,,,PrivCo (www.privco.com),,
Triple K,Y,CA,,1946,,Kurt Krasne,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,https://www.triplek.com/,See website,,,,,
Tripp Lite,Y,IL,540,1922,,Glenn Haeflinger,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$450.0,$450.00,2018,,,,,,http://www.tripplite.com,NYS DOCCS Securus Contract,,,PrivCo (www.privco.com),,
Tri-Signal Integration,Y,CA,320,1998,,Robert McKibben,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,Construction & Maintenance,Construction,,,,,$80.0,$80.00,2018,,,,,,http://www.tri-signal.com/,https://eldorado.legistar.com/LegislationDetail.aspx?ID=1515590&GUID=2029971A-1776-4D6E-B068-B6F505BE745D&FullText=1,,,PrivCo (www.privco.com),,
TriTech Software Systems,Y,CA,720,1991,2018,Toney Eales,Bain Capital,,,Tier 2 - Investment Firm-Owned,Data & Information Systems,Corrections Data Systems,,,,,7,,$75.0,$75.00,2016,,,Recapitalized by Bain Capital in 2018,,,http://www.tritech.com/,http://www.ijis.org/?page=Member_List,,,PrivCo (www.privco.com),https://williamblair.com/en/News-Items/2018/May/31/TriTech-Software-Systems-agrees-to-be-recapitalized-by-Bain-Capital.aspx,
Triton Group,Y,WA,,,,Rick Alfonso,,,,Tier 4 - Small Privately-Owned,Community Corrections,Electronic Monitoring,,,,,,,,,,checked,,,,,http://www.thetritongroupehm.com/,See website,,,,,
Trofholz Technologies ,Y,CA,140,2002,,Yvonne Pire,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$28.0,$28.00,2018,,,,,,https://www.trofholz.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Troxell Communications,Y,AZ,300,1946,,Mike Ruprich,,,,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,,,,,$64.0,$64.00,2018,,,,,,https://www.troxellsolutions.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003795-T.pdf,,,PrivCo (www.privco.com),,
Troy Boiler Works,Y,NY,,1947,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,,,,,,,http://www.troyboiler.com/,NYS DOCCS Spending,,,,,
True Cut Tool and Machine,Y,AZ,,,,Scott Nicodemus,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,,https://aja.multiview.com/,,,,,
True Manufacturing (dba True Food Service Equipment),Y,MO,500,1945,,Steve Trulaske,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,$218.3,$218.30,2018,,,,,,https://www.truemfg.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,PrivCo (www.privco.com),,
TrueCore Behavorial Solutions (formerly G4S Youth Services),Y,FL,2000,1999,2017,,,BHSB Holdings (holding co),,Tier 4 - Small Privately-Owned,Operations & Management,Private Prison Operator,Community Corrections,Residential Programs,,checked,,,,,,checked,,Acquired as G4S Youth Services by BHSB in 2017 for $56.5 M and name changed; Operates youth facilities,,,https://truecorebehavioral.com/,https://www.prnewswire.com/news-releases/truecore-behavioral-solutions-announces-new-name-and-corporate-ownership-300482755.html,,Adult private facility operator,http://www.g4si.com/en/corporate/investors/news-and-presentations/regulatory-announcements/2017/04/03/g4s-sells-g4s-youth-services-llc,http://www.g4s.com/en/investors/news-and-presentations/regulatory-announcements/2009/04/16/acquisition-of-sunshine-youth-services-inc,
Truman Arnold Companies,Y,TX,600,1964,,Greg Arnold,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Maintenance Services,,,,,,,"$2,700.0","$2,700.00",2018,,,,,,http://thearnoldcos.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
Tru-Spec,Y,GA,,1950,,Kyle Monfort,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.truspec.com/,https://www.truspec.com/about-tru-spec/our-company,,,,,
Trussbilt,Y,SD,410,1926,2014,,,"Coastal Detention Holdings, LLC",,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,$103.0,$103.00,2018,,,,,,http://www.trussbilt.com/,http://www.trussbilt.com/detention.php,,,PrivCo (www.privco.com),,
TrustHouse Services Group,N,NC,9000,2008,2013,,,Elior Group,ELIOR-FR,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,,,,checked,8,,$450.0,$450.00,2012,,,Acquired by Elior Group in 2013,,,,"See Valley, A'viands",,Adult prison food service provider,http://elior-na.com/trusthouse-services-group-valley-services-inc-merge/,,
TSI,Y,MN,,1961,,Joseph Laughlin,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.tsi.com/home/,California Spending Data - 2018,,,,,
TSPS Industries,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,,,,,,,,,,,,,,,,California Spending Data - 2018,,,,,
Tsymmetry,Y,DC,160,1999,,Philip Lowit,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$27.0,$27.00,2018,,,,,,https://www.tsymmetry.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
TSYS,Y,GA,11500,1983,2019,,,Global Payments,GPN,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Financial Services,Cash & Release Cards,,,,,10,,"$4,028.2","$4,028.20",2018,,,Acquired by Global Payments in 2019 for $21.5 B,,,https://www.tsys.com/,"See NetSpend, Heartland Payment Systems, TSYS",,,Intrinio (www.intrinio.com),https://www.forbes.com/sites/donnafuscaldo/2019/05/28/global-payments-and-tsys-merge-in-21-5-billion-deal/#79a25caa3c3d,
TT Int'l HK Tech Limited,Y,China,,2004,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,,http://ajaproductserviceresource.com/,,,,http://www.globalsources.com/si/AS/TT-International/6008824768942/Homepage.htm,
TTI Environmental,Y,NJ,60,1985,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,,,,,$11.0,$11.00,2018,,,,,,https://ttienvinc.com/,FBOP Spending,,,PrivCo (www.privco.com),,
TUCS Equipment,Y,MN,35,1985,,Marty Tucs,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,http://www.tucsequipment.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,,,
Tufloc,Y,OH,40,1933,,,,Esmet,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Equipment,Security Equipment,,,,,,,,,,,,,https://www.tufloc.com/,https://www.tufloc.com/about-us/,,,,https://esmetinc.wordpress.com/2013/03/20/esmet-inc-eighty-years-of-delivering-high-quality-electroline-and-tufloc-products/,
Turbo Coil Refrigeration Systems,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,checked,,,,,,,,,,,,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,,https://www.nationalcia.org/statistical-reports,,,
TurboCourt,Y,CA,,1995,,Tania Wasser,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,,,,,,,,checked,,,,,http://info.turbocourt.com/about/,See website,,,,,
Turley Construction,Y,FL,,2004,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,,,,,,,https://www.turleyroofing.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,,
Turner Construction,Y,NY,5200,1904,1999,,,Hochtief,HOT-DE,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Construction,Construction & Maintenance,Maintenance Services,,,13,checked,"$10,000.0","$10,000.00",2018,,,Acquired by Hochtief in 1999 for $370 M,,,http://www.turnerconstruction.com/,http://www.turnerconstruction.com/experience/projects/government/justice,,,http://www.turnerconstruction.com/about-us,https://www.wsj.com/articles/SB934854798803724162,
"Turning Point, The",Y,TX,,1995,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,Residential Programs,Healthcare,Substance Abuse Treatment,,,,,,,,,,,,,https://www.ttpi.net/,TDCJ Spending,,,,,
TurnKey Corrections,Y,WI,150,1998,,,,,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,Food & Commissary,Commissary,,,,,$36.0,$36.00,2018,checked,,,,,http://www.turnkeycorrections.com/,See website,,,PrivCo (www.privco.com),,
Turtle & Hughes,Y,NJ,878,1923,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",Construction & Maintenance,Maintenance Services,,,,,$755.0,$755.00,2018,,,,,,http://turtle.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
Turtle Top,Y,IN,,1962,,,,,,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,,,,,,,,,,,,Partnered with Emerald Correctional Management,,,http://www.turtletop.com/,http://www.turtletop.com/page/testimonials,,,,,
TurtleSkin,Y,NH,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.turtleskin.com/,http://www.turtleskin.com/glove-selector/by-application/law-enforcement,,,,,
TUSA,N,MA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,,checked,,,,,https://web.archive.org/web/20120524142531/http://www.tusa-usa.com/,https://web.archive.org/web/20120524142531/http:/www.tusa-usa.com/,,,,,
Twin Cities Ready Mix,Y,OK,170,1972,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,$34.0,$34.00,2018,,,,,,http://www.twincitiesreadymix.com/,See North American Speciality Glass (NASG),,,PrivCo (www.privco.com),,
Twin City Tactical,Y,LA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,http://www.taulbeetactical.com/,See website,,,,,
Two Sigma,Y,NY,,2001,,David Siegel/John Overdeck,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,checked,,,,,,,,,https://www.twosigma.com/,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,,,PrivCo (www.privco.com),,
TWT Distributing,Y,NC,,1993,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,,,,,,,,,,,,,,,http://twtdistributing.com/,http://correctionsmarketplace.com/,,,,,
TXU Energy,Y,TX,,1882,,,,Vistra Energy,VST,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,,,,,6,,$161.0,$161.00,2014,,,"Spin off from Energy Future Holdings in 2014 under Texas Competitive Electric Holding, parent rebranded in 2016 to Vistra Energy",,,https://www.txu.com/,TDCJ Spending,,,PrivCo (www.privco.com),https://investor.vistraenergy.com/investor-relations/news/press-release-details/2017/Vistra-Energy-Announces-Agreement-to-Acquire-1054-MW-CCGT-Plant-in-Odessa-Texas/default.aspx,
Tyco Fire Protection Products,Y,,,,,,,Johnson Controls/Tyco Integrated Systems,JCI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,8,,,,,,,,,,http://www.tyco-fire.com,http://www.tyco-fire.com/index.php?P=detailprod&S=6500,,,PrivCo (www.privco.com),,
Tyco Integrated Systems (formerly ADT Business Solutions),Y,FL,10000,2012,2016,,,Johnson Controls,JCI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,Construction & Maintenance,Maintenance Services,checked,,8,,,,,,,Acquired by Johnson Controls as part of Tyco in 2016 for $3.9 B,,,https://www.tycois.com/,https://www.tycois.com/solutions-by-industry/enterprise/government,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,http://www.johnsoncontrols.com/merger/,,
Tyco SimplexGrinnell,Y,MA,,2001,2016,,,Johnson Controls,JCI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,Construction & Maintenance,Maintenance Services,,,9,,,,,,,Acquired by Johnson Controls as part of Tyco in 2016 for $3.9 B,,,https://www.tycosimplexgrinnell.com/,https://www.tycosimplexgrinnell.com/your-industry/government/state,,,http://www.johnsoncontrols.com/merger/,https://www.tycosimplexgrinnell.com/wps/wcm/connect/bc1ef528-78b5-408a-ae56-6eccc1882b65/ENG-Brand-Migration-North-America-Customer-Letter-SIMPLEXGRINNELL-ASaak.pdf?MOD=AJPERES&ContentCache=NONE&CACHEID=bc1ef528-78b5-408a-ae56-6eccc1882b65,
TydenBrooks (formerly EJ Brooks Company),Y,MI,,2009,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,https://tydenbrooks.com/,http://ajaproductserviceresource.com/,,,,,
Tyer-A,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,,,,,,,,,,,,,,http://correctionsmarketplace.com/,,,,https://www.facebook.com/pages/Tyer-A/209498656057231,
Tyler Technologies,Y,TX,4069,1966,,"H. Lynn Moore, Jr. ",,,TYL,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,"Arrest, Court, & Probation Data Systems",Data & Information Systems,Corrections Data Systems,,,10,,"$1,091.4","$1,091.40",2019,,,,,,https://www.tylertech.com/,https://www.tylertech.com/solutions-products/courts-justice-solutions,,,FactSet,,
Tymetal Corp,Y,NY,,1985,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,,,,,,,http://www.tymetal.com/,https://www.tymetal.com/correctional-facility-gates/,,,,http://correctionsmarketplace.com/,
Tyson Foods,Y,AR,122000,1935,,Noel W. White,,,TSN,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,,,,checked,9,,"$42,405.0","$42,405.00",2019,,,,,,https://www.tysonfoods.com/,See AdvancePierre,,https://www.themarshallproject.org/2020/03/19/north-carolina-prisoners-still-working-in-chicken-plants-despite-coronavirus-fears,FactSet,https://www.tysonfoods.com/our-brands,
UBS,Y,Switzerland,61253,1998,,Sergio Ermotti,,,UBS,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,Equity/Debt Investor,Investor,"Construction, Equipment, & Acquisition Financing",,,8,,"$28,889.0","$28,889.00",2019,,,"Bonds held through asset management arm, UBS Strategy Fund Management",,,https://www.ubs.com/us/en.html,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf ,,,FactSet,,
UIC Technology (formerly Bowhead),Y,VA,2816,1999,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$450.0,$450.00,2018,,,,,,https://www.bowheadsupport.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Uline,Y,WI,6000,1980,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,"$4,400.0","$4,400.00",2018,,,,,,https://www.uline.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
Ultra Source,Y,MO,180,1883,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,$51.0,$51.00,2018,,,,,,http://www.ultrasourceUSA.com/about-us,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003760-T.pdf,,,PrivCo (www.privco.com),,
Uncle Mikes,Y,KS,,1947,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,http://www.unclemikes.com/,See website,,,,,
UNICOM Global,Y,CA,,1981,,Corry Hong,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,,,,,,,,,https://www.unicomglobal.com/about/,See UNICOM Government,,,,https://www.unicomglobal.com/about/,
UNICOM Government,Y,VA,,1983,,,,UNICOM Global,,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,,,,,,,,,https://www.unicomgov.com/home/,,GovSpend,,,,
Unident Unimed,Y,CA,,1978,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,,,,,,,,,,,,,,,http://unimedusa.com/,California Spending Data - 2018,,,,,
Unified Brands,Y,GA,,1907,1967,,,Dover,DOV,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,8,,,,,,,"Operates using various specialty product brands, including PowerSoak; Acquired by Dover in 1967",,,http://www.unifiedbrands.net/,http://www.unifiedbrands.net/about/,,,,https://www.crunchbase.com/acquisition/dover-acquires-unified-brands--ffa031a6#section-overview,
Unified Nutrimeals,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,,,checked,,,,,,,,,,,,http://www.unifiednm.com/index.html,See website,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,,
Unifiller Systems,Y,Canada,,1988,2019,Mark Soares,IK Investment,Linxis Group,,Tier 2 - Investment Firm-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,8,,,,,,,Acuired by Linxis Group in 2019,,,http://www.unifiller.com,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,,https://www.unifiller.com/linxis-group-announces-the-acquisition-of-unifiller-systems,
Uniform Market,Y,IL,,2005,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,Electronic platform for uniform companies,,,http://www.uniformmarket.com/,See website,,,,,
UniNet Imaging,Y,CA,70,1997,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$51.0,$51.00,2018,,,,,,http://www.uninetimaging.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003666-T.pdf,,,PrivCo (www.privco.com),,
Union Supply Group,Y,CA,350,1991,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,Food & Commissary,Care Packages,checked,checked,,,$70.0,$70.00,2018,checked,"$16,800.0",,,,https://www.unionsupply.com/,See website,https://worthrises.org/immigration,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),https://www.nationalcia.org/corporate-members,
Unipack,Y,PA,,1981,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,,,,,,,,,,,,,,,http://unipackinc.com/,TDCJ Spending,,,,,
Unique Digital Technology,Y,TX,,1986,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,,,,,,,http://www.uniquedigital.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%2Office%2Puchase%2Orders,,,,,
Unique Security Systems,Y,AL,15,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$2.1,$2.10,2017,checked,,,,,http://www.uniquesecurityinc.com/,See website,,,http://correctionalnews.com/wp-content/uploads/2017/11/DEC_Report_17.pdf,,
UniSafe Gloves,Y,NY,,1999,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.unisafegloves.com/,http://correctionsmarketplace.com/,,,,,
Unisource Office Parts,Y,MI,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,,,,,,,,,https://www.unisourceparts.com/,https://www.nationalcia.org/corporate-members,,See corrections source,,,
Unistar-Sparco Computers ,Y,TN,60,1992,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$57.0,$57.00,2018,,,,,,http://www.sparco.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Unisys,Y,PA,21000,1970,,Peter Altbef,,,UIS,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,Telecom,Prison Communications,checked,,12,checked,"$2,948.7","$2,948.70",2019,,,,,,http://www.unisys.com/,http://www.unisys.com/offerings/industry-solutions/public-sector-industry-solutions/justice-law-enforcement-and-border-security-solutions,https://abcnews.go.com/ABC_Univision/Politics/15-companies-profit-border-security/story?id=18957304,,FactSet,https://www.youtube.com/watch?v=jJNP10Npoh0,
UNIT Innovations (dba Golden Eagle Law Enforcement),Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,Corrections Data Systems,Programs & Labor,"Education Services, Materials, & Technology",,,,,,,,checked,,,,,http://www.eagle-us.com/,See website,,,,,
United Ag & Turf (formerly Coufal-Prater Equipment),Y,TX,320,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$150.0,$150.00,2018,,,,,,https://www.unitedagandturf.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
